,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_LATEST_lcl,LAST_DELIVERY_SCHEDULE_LATEST_lcl,CARRIER_SIZE,CARRIER_EFFICIENCY,distance,region_delivery,region_collection,parish_delivery,parish_collection
755,7.5T Rigid,Curtain Side,LS10 1SL,NP44 3YL,53.771668,-1.514934,51.636791,-3.002987,2024-01-10 13:30:00+00:00,2024-01-10 19:00:00+00:00,UNKNOWN_1,UNKNOWN_2,257.7575413081659,,Yorkshire and The Humber,Llantarnam,
756,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17 12:00:00+00:00,2024-01-17 17:30:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
757,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2024-01-15 05:15:00+00:00,2024-01-15 09:15:00+00:00,BIG,GOOD,183.6844068058245,East of England,East Midlands,"Colchester, unparished area",Castle Donington
758,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2024-01-11 04:00:00+00:00,2024-01-11 12:50:00+00:00,UNKNOWN_1,UNKNOWN_2,323.639756153718,South East,Yorkshire and The Humber,Faversham,"Bradford, unparished area"
759,3.5T Van,Box,S35 2PW,BS16 7LR,53.476537,-1.471065,51.501707,-2.466686,2024-01-10 00:30:00+00:00,2024-01-10 05:00:00+00:00,UNKNOWN_1,UNKNOWN_2,229.77132500615093,South West,Yorkshire and The Humber,,Ecclesfield
760,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-11 06:30:00+00:00,2024-01-11 12:30:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
761,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-15 13:00:00+00:00,2024-01-15 16:45:00+00:00,VERY SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
762,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,EH54 5DL,52.800481,-1.663328,55.915026,-3.512191,2024-01-15 06:00:00+00:00,2024-01-16 11:45:00+00:00,UNKNOWN_1,UNKNOWN_2,366.5373960477965,,West Midlands,,Shobnall
763,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.764125,-1.740145,51.659325,-0.021793,2024-01-14 17:00:00+00:00,2024-01-15 08:55:00+00:00,SMALL,GOOD,261.1676762379297,,Yorkshire and The Humber,,"Bradford, unparished area"
764,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2024-01-15 18:00:00+00:00,2024-01-16 07:56:00+00:00,SMALL,GOOD,238.24175994489434,East of England,Yorkshire and The Humber,"Dacorum, unparished area","Bradford, unparished area"
765,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NAAS,53.293393,-1.074008,53.213685,-6.678691,2024-01-16 06:59:00+00:00,2024-01-19 11:25:00+00:00,UNKNOWN_1,UNKNOWN_2,372.9791560952217,,East Midlands,,
766,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2024-01-20 04:00:00+00:00,2024-01-20 12:33:00+00:00,SMALL,OKAY,265.31932768772356,South East,Yorkshire and The Humber,Thatcham,"Bradford, unparished area"
767,Tractor Unit,Tractor Only 6x2,DN3 3FF,DN3 3FF,53.537695,-1.031761,53.537695,-1.031761,2024-01-16 07:00:00+00:00,2024-01-16 18:00:00+00:00,SMALL,GOOD,0.0,Yorkshire and The Humber,Yorkshire and The Humber,Armthorpe,Armthorpe
768,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,DN14 6XL,53.470807,-2.849187,53.704903,-0.903781,2024-01-12 14:00:00+00:00,2024-01-15 08:00:00+00:00,SMALL,OKAY,131.05336291308032,Yorkshire and The Humber,North West,Airmyn,"Knowsley, unparished area"
769,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-10 09:32:00+00:00,2024-01-10 15:30:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
770,Tractor Unit,Curtain-Side 13.6M Trailer,LE67 1UA,WF6 1TF,52.701119,-1.339519,53.700723,-1.397924,2024-01-19 11:00:00+00:00,2024-01-19 15:00:00+00:00,UNKNOWN_1,UNKNOWN_2,111.25385210867246,Yorkshire and The Humber,East Midlands,Normanton,Ellistown and Battleflat
771,Tractor Unit,Curtain-Side 13.6M Trailer,IM2 1QG,WN8 9QH,54.143362,-4.506134,53.528771,-2.765971,2024-01-12 06:30:00+00:00,2024-01-12 21:00:00+00:00,UNKNOWN_1,UNKNOWN_2,133.10712620777628,North West,,Up Holland,
772,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16 11:17:00+00:00,2024-01-16 17:15:00+00:00,VERY SMALL,GOOD,198.05846923330537,East Midlands,South West,,Coleford
773,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ML4 3QD,53.462845,-2.896967,55.82813,-4.041567,2024-01-10 13:01:00+00:00,2024-01-11 11:25:00+00:00,VERY SMALL,VERY BAD,273.19950912492556,,North West,,"Liverpool, unparished area"
774,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,RG17 0HE,53.566639,-0.919839,51.418413,-1.504699,2024-01-19 18:00:00+00:00,2024-01-19 15:59:00+00:00,MEDIUM,OKAY,242.2051385035153,South East,Yorkshire and The Humber,Hungerford,Hatfield
775,Tractor Unit,Curtain-Side 13.6M Trailer,LS11 5LX,LL13 9UT,53.767204,-1.547784,53.048227,-2.914069,2024-01-12 12:30:00+00:00,2024-01-12 16:00:00+00:00,UNKNOWN_1,UNKNOWN_2,120.83704466085038,,Yorkshire and The Humber,Isycoed,
776,Tractor Unit,Curtain-Side 13.6M Trailer,DN11 9HE,DA2 6QE,53.437595,-1.070426,51.455223,0.256476,2024-01-17 14:59:00+00:00,2024-01-18 11:30:00+00:00,MEDIUM,BAD,238.13219299313818,South East,Yorkshire and The Humber,Stone,Tickhill
777,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-15 12:00:00+00:00,2024-01-15 21:30:00+00:00,SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
778,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,RM20 3WJ,53.324964,-2.758291,51.482069,0.2836,2024-01-17 14:00:00+00:00,2024-01-18 11:00:00+00:00,VERY SMALL,GOOD,290.86385344197265,East of England,North West,"Thurrock, unparished area","Halton, unparished area"
779,3.5T Van,Box,DE74 2HJ,G67 2XN,52.849573,-1.348959,55.936823,-3.983473,2024-01-16 16:30:00+00:00,2024-01-16 23:30:00+00:00,UNKNOWN_1,UNKNOWN_2,383.3749119270905,,East Midlands,,Castle Donington
780,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,DD4 8JU,52.800481,-1.663328,56.477903,-2.925716,2024-01-17 10:00:00+00:00,2024-01-17 10:30:00+00:00,UNKNOWN_1,UNKNOWN_2,417.01369593605125,,West Midlands,,Shobnall
781,3.5T Van,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.27074,2024-01-11 05:45:00+00:00,2024-01-11 09:15:00+00:00,BIG,GOOD,160.89054965050337,London,East Midlands,"Brent, unparished area",Castle Donington
782,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,PA3 4EP,53.324964,-2.758291,55.860577,-4.416751,2024-01-16 14:00:00+00:00,2024-01-17 10:00:00+00:00,SMALL,OKAY,301.58560512576224,,North West,,"Halton, unparished area"
783,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2024-01-18 10:59:00+00:00,2024-01-19 07:00:00+00:00,UNKNOWN_1,UNKNOWN_2,240.0940560433558,South West,East Midlands,Amesbury,
784,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2024-01-17 10:30:00+00:00,2024-01-17 17:00:00+00:00,SMALL,OKAY,130.421048415095,East Midlands,North West,Braunstone,"Rochdale, unparished area"
785,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,EH54 5DL,52.800481,-1.663328,55.915026,-3.512191,2024-01-10 08:30:00+00:00,2024-01-10 09:30:00+00:00,UNKNOWN_1,UNKNOWN_2,366.5373960477965,,West Midlands,,Shobnall
786,3.5T Van,Box,S35 2PW,DY2 0UW,53.476537,-1.471065,52.52018,-2.048389,2024-01-15 02:30:00+00:00,2024-01-15 06:00:00+00:00,UNKNOWN_1,UNKNOWN_2,113.17742119672482,West Midlands,Yorkshire and The Humber,"Dudley, unparished area",Ecclesfield
787,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,KA22 7JX,53.566639,-0.919839,55.654759,-4.810035,2024-01-12 18:00:00+00:00,2024-01-15 15:59:00+00:00,VERY SMALL,OKAY,341.58099378986594,,Yorkshire and The Humber,,Hatfield
788,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,ML4 3QD,53.295391,-1.066283,55.82813,-4.041567,2024-01-18 12:55:00+00:00,2024-01-19 07:15:00+00:00,VERY SMALL,GOOD,340.78995036068665,,East Midlands,,
789,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-11 15:47:00+00:00,2024-01-11 21:45:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
790,Tractor Unit,Curtain-Side 13.6M Trailer,WN8 9QH,IM2 1QG,53.528771,-2.765971,54.143362,-4.506134,2024-01-12 06:30:00+00:00,2024-01-12 21:00:00+00:00,UNKNOWN_1,UNKNOWN_2,133.10712620777628,,North West,,Up Holland
791,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CM19 5BD,53.462845,-2.896967,51.775406,0.075337,2024-01-11 02:56:13+00:00,2024-01-11 09:10:00+00:00,UNKNOWN_1,UNKNOWN_2,274.75856251137463,,North West,,"Liverpool, unparished area"
792,3.5T Van,Box,BD5 8LZ,S35 2PW,53.766832,-1.740516,53.476537,-1.471065,2024-01-19 22:45:00+00:00,2024-01-20 00:30:00+00:00,UNKNOWN_1,UNKNOWN_2,36.85917427715874,Yorkshire and The Humber,Yorkshire and The Humber,Ecclesfield,"Bradford, unparished area"
793,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,CM19 5BD,53.295391,-1.066283,51.775406,0.075337,2024-01-17 13:52:00+00:00,2024-01-17 21:39:00+00:00,MEDIUM,OKAY,185.8697816897551,,East Midlands,,
794,Tractor Unit,Curtain-Side 13.6M Trailer,WS10 7WL,B8 1AE,52.543992,-2.030867,52.482568,-1.868331,2024-01-16 09:30:00+00:00,2024-01-16 14:00:00+00:00,SMALL,BAD,12.951100919946557,West Midlands,West Midlands,"Birmingham, unparished area","Sandwell, unparished area"
795,3.5 T Van,LWB Van,NP15 1XP,UB7 0DG,51.699774,-2.901077,51.483319,-0.467338,2024-01-19 09:00:00+00:00,2024-01-19 12:00:00+00:00,UNKNOWN_1,UNKNOWN_2,169.88509113366734,London,,"Hillingdon, unparished area",Usk
796,Tractor Unit,Curtain-Side 13.6M Trailer,DN11 9HE,NP16 6UD,53.437595,-1.070426,51.614678,-2.674519,2024-01-11 12:59:00+00:00,2024-01-11 17:25:00+00:00,UNKNOWN_1,UNKNOWN_2,229.9778612412484,,Yorkshire and The Humber,,Tickhill
797,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16 16:00:00+00:00,2024-01-16 22:00:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
798,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-11 12:00:00+00:00,2024-01-11 18:00:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
799,Tractor Unit,Temperature-Controlled,HU70,NN6 7SL,53.774942,-0.335823,52.349274,-1.149793,2024-01-19 23:30:00+00:00,2024-01-20 03:30:00+00:00,UNKNOWN_1,UNKNOWN_2,167.6481514046351,East Midlands,,Crick,
800,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,LE17 4XN,53.47243,-2.332477,52.462306,-1.246071,2024-01-19 07:30:00+00:00,2024-01-19 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,133.86424737907436,East Midlands,North West,Bitteswell with Bittesby,"Trafford, unparished area"
801,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,RM11 1PY,53.324964,-2.758291,51.565817,0.191867,2024-01-16 14:00:00+00:00,2024-01-17 10:15:00+00:00,UNKNOWN_1,UNKNOWN_2,279.76082963756915,London,North West,"Havering, unparished area","Halton, unparished area"
802,7.5T Rigid,Curtain Side,LS10 1SL,ST4 3PR,53.771668,-1.514934,52.993023,-2.146227,2024-01-16 07:30:00+00:00,2024-01-16 11:00:00+00:00,VERY SMALL,VERY BAD,96.2033268097668,,Yorkshire and The Humber,,
803,Tractor Unit,Curtain-Side 13.6M Trailer,BS20 7XL,CH6 5PU,51.489669,-2.720403,53.236513,-3.104777,2024-01-10 08:30:00+00:00,2024-01-11 11:30:00+00:00,UNKNOWN_1,UNKNOWN_2,196.0465345099233,,South West,Flint,Pill and Easton-in-Gordano
804,3.5T Van,LWB Van,DE74 2TR,TS17 9NT,52.829374,-1.332134,54.5232,-1.287738,2024-01-11 05:50:00+00:00,2024-01-11 09:35:00+00:00,UNKNOWN_1,UNKNOWN_2,188.42667842144587,North East,East Midlands,Thornaby,Castle Donington
805,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EN3 7NJ,53.295391,-1.066283,51.659423,-0.029856,2024-01-10 13:30:00+00:00,2024-01-10 19:09:00+00:00,VERY SMALL,BAD,195.0398575275324,London,East Midlands,"Enfield, unparished area",
806,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,OX14 4TE,53.295391,-1.066283,51.623911,-1.28,2024-01-10 13:48:00+00:00,2024-01-10 20:01:00+00:00,UNKNOWN_1,UNKNOWN_2,186.48157882298779,South East,East Midlands,Sutton Courtenay,
807,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2024-01-14 04:00:00+00:00,2024-01-14 12:50:00+00:00,UNKNOWN_1,UNKNOWN_2,323.639756153718,South East,Yorkshire and The Humber,Faversham,"Bradford, unparished area"
808,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EH54 8TB,53.295391,-1.066283,55.902768,-3.581976,2024-01-18 13:51:00+00:00,2024-01-19 12:07:00+00:00,VERY SMALL,GOOD,332.1927896465237,,East Midlands,,
809,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12 05:32:00+00:00,2024-01-12 11:30:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
810,3.5T Van,LWB Van,E1W 2DA,CM22 7FD,51.508022,-0.05711,51.869555,0.216885,2024-01-10 19:35:00+00:00,2024-01-10 21:45:00+00:00,SMALL,GOOD,44.430353608873986,East of England,London,Great Hallingbury,"Tower Hamlets, unparished area"
811,3.5T Van,Box,S35 2PW,DY2 0UW,53.476537,-1.471065,52.52018,-2.048389,2024-01-14 02:30:00+00:00,2024-01-14 06:00:00+00:00,UNKNOWN_1,UNKNOWN_2,113.17742119672482,West Midlands,Yorkshire and The Humber,"Dudley, unparished area",Ecclesfield
812,Tractor Unit,Temperature-Controlled,PE11 2BB,EN9 3BZ,52.802649,-0.133151,51.678414,-0.006624,2024-01-18 02:30:00+00:00,2024-01-18 06:30:00+00:00,UNKNOWN_1,UNKNOWN_2,125.34502211583886,East of England,East Midlands,Waltham Abbey,"South Holland, unparished area"
813,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2024-01-19 17:45:00+00:00,2024-01-19 22:10:00+00:00,BIG,GOOD,255.993602608651,East Midlands,North West,Castle Donington,
814,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,OX11 7HJ,53.47243,-2.332477,51.619116,-1.256855,2024-01-18 16:30:00+00:00,2024-01-18 22:00:00+00:00,UNKNOWN_1,UNKNOWN_2,218.59997696714436,South East,North West,Sutton Courtenay,"Trafford, unparished area"
815,3.5T Van,Box,BD5 8LZ,S35 2PW,53.766832,-1.740516,53.476537,-1.471065,2024-01-14 22:45:00+00:00,2024-01-15 00:30:00+00:00,UNKNOWN_1,UNKNOWN_2,36.85917427715874,Yorkshire and The Humber,Yorkshire and The Humber,Ecclesfield,"Bradford, unparished area"
816,Tractor Unit,Box,BD12 7ER,RG19 4BQ,53.753128,-1.722985,51.398689,-1.232386,2024-01-19 19:30:00+00:00,2024-01-20 02:30:00+00:00,MEDIUM,OKAY,263.9733673523327,South East,Yorkshire and The Humber,Thatcham,"Kirklees, unparished area"
817,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2024-01-12 19:00:00+00:00,2024-01-13 08:56:00+00:00,VERY SMALL,VERY BAD,265.31932768772356,South East,Yorkshire and The Humber,Thatcham,"Bradford, unparished area"
818,Tractor Unit,Box,BD12 7ER,EN3 7XA,53.753128,-1.722985,51.654826,-0.026769,2024-01-18 15:00:00+00:00,2024-01-18 19:30:00+00:00,SMALL,OKAY,259.8699668186376,London,Yorkshire and The Humber,"Enfield, unparished area","Kirklees, unparished area"
819,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-11 16:00:00+00:00,2024-01-11 23:00:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
820,3.5T Van,Box,S35 2PW,BS16 7LR,53.476537,-1.471065,51.501707,-2.466686,2024-01-15 00:30:00+00:00,2024-01-15 05:00:00+00:00,UNKNOWN_1,UNKNOWN_2,229.77132500615093,South West,Yorkshire and The Humber,,Ecclesfield
821,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RM19 1ND,53.295391,-1.066283,51.480755,0.261461,2024-01-19 17:56:00+00:00,2024-01-20 09:17:00+00:00,VERY SMALL,BAD,221.04244264128144,East of England,East Midlands,"Thurrock, unparished area",
823,3.5 T Van,LWB Van,LS10 1SL,WF17 5JE,53.771668,-1.514934,53.711994,-1.633176,2024-01-10 07:00:00+00:00,2024-01-10 08:00:00+00:00,VERY SMALL,VERY BAD,10.225500306484543,Yorkshire and The Humber,Yorkshire and The Humber,"Kirklees, unparished area",
824,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,SS14 3WF,53.462845,-2.896967,51.588475,0.466827,2024-01-15 12:01:00+00:00,2024-01-16 08:25:00+00:00,UNKNOWN_1,UNKNOWN_2,308.6222544059441,East of England,North West,,"Liverpool, unparished area"
825,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2024-01-19 10:30:00+00:00,2024-01-19 17:00:00+00:00,SMALL,BAD,130.421048415095,East Midlands,North West,Braunstone,"Rochdale, unparished area"
826,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,CV23 8BQ,53.470807,-2.849187,52.356984,-1.173373,2024-01-18 16:00:00+00:00,2024-01-19 16:00:00+00:00,UNKNOWN_1,UNKNOWN_2,167.2722829326195,East Midlands,North West,Kilsby,"Knowsley, unparished area"
827,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16 14:47:00+00:00,2024-01-16 20:45:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
828,3.5T Van,Box,S35 2PW,M24 1RU,53.476537,-1.471065,53.532409,-2.174238,2024-01-10 02:45:00+00:00,2024-01-10 05:00:00+00:00,UNKNOWN_1,UNKNOWN_2,46.93153846332443,North West,Yorkshire and The Humber,"Oldham, unparished area",Ecclesfield
829,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NP16 6UD,53.295391,-1.066283,51.614678,-2.674519,2024-01-18 21:51:00+00:00,2024-01-19 07:07:00+00:00,UNKNOWN_1,UNKNOWN_2,216.39285045051335,,East Midlands,,
830,Tractor Unit,Box,BD12 7ER,EN3 7XA,53.753128,-1.722985,51.654826,-0.026769,2024-01-11 15:00:00+00:00,2024-01-11 19:30:00+00:00,SMALL,OKAY,259.8699668186376,London,Yorkshire and The Humber,"Enfield, unparished area","Kirklees, unparished area"
831,Tractor Unit,Box,BD12 7ER,EN3 7XA,53.753128,-1.722985,51.654826,-0.026769,2024-01-16 15:00:00+00:00,2024-01-16 19:30:00+00:00,SMALL,OKAY,259.8699668186376,London,Yorkshire and The Humber,"Enfield, unparished area","Kirklees, unparished area"
832,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-15 09:00:00+00:00,2024-01-15 15:00:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
833,3.5T Van,Box,S35 2PW,M24 1RU,53.476537,-1.471065,53.532409,-2.174238,2024-01-12 02:45:00+00:00,2024-01-12 05:00:00+00:00,UNKNOWN_1,UNKNOWN_2,46.93153846332443,North West,Yorkshire and The Humber,"Oldham, unparished area",Ecclesfield
834,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,IG11 0DS,51.510091,0.459598,51.515717,0.100453,2024-01-18 09:30:00+00:00,2024-01-18 14:00:00+00:00,SMALL,OKAY,24.868797520855317,London,East of England,"Barking and Dagenham, unparished area","Thurrock, unparished area"
835,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2024-01-12 10:30:00+00:00,2024-01-12 17:00:00+00:00,SMALL,BAD,130.421048415095,East Midlands,North West,Braunstone,"Rochdale, unparished area"
836,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,CV23 8BQ,53.470807,-2.849187,52.356984,-1.173373,2024-01-18 16:00:00+00:00,2024-01-19 15:00:00+00:00,MEDIUM,BAD,167.2722829326195,East Midlands,North West,Kilsby,"Knowsley, unparished area"
837,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,B46 1AL,53.295391,-1.066283,52.52604,-1.702139,2024-01-14 15:55:00+00:00,2024-01-15 12:15:00+00:00,UNKNOWN_1,UNKNOWN_2,95.61410310402559,West Midlands,East Midlands,Lea Marston,
838,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2024-01-11 05:45:00+00:00,2024-01-11 09:15:00+00:00,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
839,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2024-01-16 12:00:00+00:00,2024-01-16 17:00:00+00:00,MEDIUM,OKAY,130.421048415095,East Midlands,North West,Braunstone,"Rochdale, unparished area"
843,Tractor Unit,Box,DN3 3FF,BT36 4PX,53.537912,-1.03357,54.671797,-6.000939,2024-01-15 23:00:00+00:00,2024-01-16 14:00:00+00:00,UNKNOWN_1,UNKNOWN_2,347.5348340876085,,Yorkshire and The Humber,,Armthorpe
844,Tractor Unit,Curtain-Side 13.6M Trailer,BT67 0QS,CV2 2TA,54.464228,-6.269618,52.430911,-1.429058,2024-01-12 18:00:00+00:00,2024-01-15 19:00:00+00:00,UNKNOWN_1,UNKNOWN_2,392.25343120369786,West Midlands,,"Coventry, unparished area",
845,Tractor Unit,Box,DN3 3FF,BT36 4PX,53.537912,-1.03357,54.671797,-6.000939,2024-01-17 23:00:00+00:00,2024-01-18 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,347.5348340876085,,Yorkshire and The Humber,,Armthorpe
846,Tractor Unit,Mega / High Cube Trailer,EH54 8AS,BT36 4PX,55.9017,-3.580864,54.671797,-6.000939,2024-01-11 17:30:00+00:00,2024-01-12 03:00:00+00:00,UNKNOWN_1,UNKNOWN_2,205.43715918323758,,,,
847,Tractor Unit,Curtain-Side 13.6M Trailer,NN11 8NF,BT36 4PX,52.273908,-1.184387,54.671797,-6.000939,2024-01-16 18:30:00+00:00,2024-01-17 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,415.5546611419291,,East Midlands,,Daventry
848,Tractor Unit,Temperature-Controlled,ST4 2TP,BT36 4PX,53.00993,-2.186063,54.671797,-6.000939,2024-01-11 01:30:00+00:00,2024-01-12 19:00:00+00:00,UNKNOWN_1,UNKNOWN_2,311.14034054870103,,West Midlands,,"Stoke-on-Trent, unparished area"
849,Tractor Unit,Temperature-Controlled,DN15 9YA,BT36 4PX,53.620347,-0.665131,54.671797,-6.000939,2024-01-13 06:30:00+00:00,2024-01-13 19:00:00+00:00,UNKNOWN_1,UNKNOWN_2,366.6625602438322,,Yorkshire and The Humber,,Flixborough
850,Tractor Unit,Mega / High Cube Trailer,DN15 9YA,BT36 4PX,53.620347,-0.665131,54.671797,-6.000939,2024-01-11 06:30:00+00:00,2024-01-11 19:00:00+00:00,UNKNOWN_1,UNKNOWN_2,366.6625602438322,,Yorkshire and The Humber,,Flixborough
851,Tractor Unit,Mega / High Cube Trailer,DN15 9YA,BT36 4PX,53.620347,-0.665131,54.671797,-6.000939,2024-01-15 06:30:00+00:00,2024-01-15 19:00:00+00:00,UNKNOWN_1,UNKNOWN_2,366.6625602438322,,Yorkshire and The Humber,,Flixborough
852,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,NN4 7EX,53.537133,-1.037405,52.220692,-0.857877,2024-01-16 19:00:00+00:00,2024-01-17 11:00:00+00:00,VERY SMALL,BAD,146.9224593204907,East Midlands,Yorkshire and The Humber,Hardingstone,Armthorpe
853,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RM19 1ND,53.295391,-1.066283,51.480755,0.261461,2024-01-19 16:56:00+00:00,2024-01-20 09:17:00+00:00,VERY SMALL,BAD,221.04244264128144,East of England,East Midlands,"Thurrock, unparished area",
854,3.5T Van,Box,S35 2PW,CA6 4RD,53.476537,-1.471065,54.930208,-2.981251,2024-01-20 23:59:24+00:00,2024-01-21 04:00:00+00:00,UNKNOWN_1,UNKNOWN_2,189.19228452875055,North West,Yorkshire and The Humber,Kingmoor,Ecclesfield
855,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,N11 3PW,53.324964,-2.758291,51.611037,-0.143121,2024-01-15 14:00:00+00:00,2024-01-16 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,260.2473339007365,London,North West,"Barnet, unparished area","Halton, unparished area"
